1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
10,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,Testosterone,DB00624,DB00624,3793204739c40d15db77aca642ada0e03f6080957e1778a784fca03f3f024e72,DB00624,DB00624,,,,,,,ECO:0000352,ECO:0000352,,,metabolite replacement,B,Puberty and gonadal disorders,HP:0008373,,"https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/18458702#,https://www.ncbi.nlm.nih.gov/pubmed/18458702",1586,CYP17A1,125,P05093,K00512,1.14.14.19; 1.14.14.32,
11,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,"Estrogen replacement (                                                             
Estradiol)",DB00783,DB00783,102bf3a48f5629450533d490b6f3cdafd4acafc04910d4d17440e7aa962a1c8d,DB00783,DB00783,,,,,,,ECO:0000352,ECO:0000352,,,metabolite replacement,B,Puberty and gonadal disorders,HP:0008373,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,P05093,K00512,1.14.14.19; 1.14.14.32,
12,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,Cyclic medroxyprogesterone,DB00603,DB00603,a234730cb907c7cbc30f1d06491247dca9bcee6c19ee863a6a46f31a1859ca56,DB00603,DB00603,,,,,,,ECO:0000352,ECO:0000352,,,metabolite replacement,B,Puberty and gonadal disorders,HP:0008373,,"https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,P05093,K00512,1.14.14.19; 1.14.14.32,
13,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,Cyclic medroxyprogesterone,DB00603,DB00603,a234730cb907c7cbc30f1d06491247dca9bcee6c19ee863a6a46f31a1859ca56,DB00603,DB00603,,,,,,,,,,,,,Amenorrhea,HP:0000141,,"https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,P05093,K00512,1.14.14.19; 1.14.14.32,
14,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,Pioglitazone,DB01132,DB01132,b480a29fbdfeb3ae6ee3a43c7963906cce5e34d9d28da69bf7c49540c1f2f6b6,DB01132,DB01132,,,,,,,ECO:0007121 /ECO:0000352,"ECO:0007121,ECO:0000352",,,symptomatic treatment procedure,C,Insulin resistance,HP:0000855,,"https://www.orpha.net/consor/cgi-bin/ResearchTrials_ClinicalTrials.php?lng=EN&data_id=38680&ClinicalTrialName=Effecten-van-Pioglitazone-bij-Congenitale-Bijnierhyperplasie&title=Effecten-van-Pioglitazone-bij-Congenitale-Bijnierhyperplasie&search=ResearchTrials_ClinicalTrials_Simple,https://www.ncbi.nlm.nih.gov/pubmed/19755409,https://clinicaltrials.gov/ct2/show/NCT00151710",1586,CYP17A1,125,P05093,K00512,1.14.14.19; 1.14.14.32,
15,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,Pioglitazone,DB01132,DB01132,b480a29fbdfeb3ae6ee3a43c7963906cce5e34d9d28da69bf7c49540c1f2f6b6,DB01132,DB01132,,,,,,,,,,,,,Hypertension,HP:0000822,,"https://www.orpha.net/consor/cgi-bin/ResearchTrials_ClinicalTrials.php?lng=EN&data_id=38680&ClinicalTrialName=Effecten-van-Pioglitazone-bij-Congenitale-Bijnierhyperplasie&title=Effecten-van-Pioglitazone-bij-Congenitale-Bijnierhyperplasie&search=ResearchTrials_ClinicalTrials_Simple,https://www.ncbi.nlm.nih.gov/pubmed/19755409,https://clinicaltrials.gov/ct2/show/NCT00151710",1586,CYP17A1,125,P05093,K00512,1.14.14.19; 1.14.14.32,
16,236792,,Number Sign,236792,L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA,L-2-HYDROXYGLUTARIC ACIDEMIA,,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,468038a36d8507af7ed2af46c427a9f8148abe6c1bd6ecfd0a017f920a44920f,1.1.99.2,1.1.99.2,,,Riboflavin,DB00140,DB00140,20ff155eaf0154e7b459d6ba9ebe29f99655a84d8a0455b618fd05e9fa51b27f,DB00140,DB00140,,,,,,,ECO:0000352,ECO:0000352,,,activity modification of a genetically defective protein,B,Cognitive impairment,HP:0100543,,"https://www.ncbi.nlm.nih.gov/pubmed/22391998,https://www.ncbi.nlm.nih.gov/pubmed/19755409,https://clinicaltrials.gov/ct2/show/NCT00151710",79944,L2HGDH,165,Q9H9P8,K00109,1.1.99.2,
17,236792,,Number Sign,236792,L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA,L-2-HYDROXYGLUTARIC ACIDEMIA,,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,468038a36d8507af7ed2af46c427a9f8148abe6c1bd6ecfd0a017f920a44920f,1.1.99.2,1.1.99.2,,,Riboflavin,DB00140,DB00140,20ff155eaf0154e7b459d6ba9ebe29f99655a84d8a0455b618fd05e9fa51b27f,DB00140,DB00140,,,,,,,,,,,,,L-2-hydroxyglutaric aciduria,HP:0040144,,"https://www.ncbi.nlm.nih.gov/pubmed/24321868,https://www.ncbi.nlm.nih.gov/pubmed/19755409,https://clinicaltrials.gov/ct2/show/NCT00151710",79944,L2HGDH,165,Q9H9P8,K00109,1.1.99.2,
18,236792,,Number Sign,236792,L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA,L-2-HYDROXYGLUTARIC ACIDEMIA,,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,468038a36d8507af7ed2af46c427a9f8148abe6c1bd6ecfd0a017f920a44920f,1.1.99.2,1.1.99.2,,,Riboflavin,DB00140,DB00140,20ff155eaf0154e7b459d6ba9ebe29f99655a84d8a0455b618fd05e9fa51b27f,DB00140,DB00140,,,,,,,,,,,,,Poor motor coordination,HP:0002275,,"https://www.ncbi.nlm.nih.gov/pubmed/24321868,https://www.ncbi.nlm.nih.gov/pubmed/19755409,https://clinicaltrials.gov/ct2/show/NCT00151710",79944,L2HGDH,165,Q9H9P8,K00109,1.1.99.2,
19,236792,,Number Sign,236792,L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA,L-2-HYDROXYGLUTARIC ACIDEMIA,,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,468038a36d8507af7ed2af46c427a9f8148abe6c1bd6ecfd0a017f920a44920f,1.1.99.2,1.1.99.2,,,Flavin adenine dinucleotide + levocarnitine chloride.,DB03147 +DB00583,DB03147 + DB00583,cc2f33a879e103dd3848216c9039e96ce31dfea6304e5d20e28ce728b423addf,,,,,"DB03147,DB00583","DB03147,DB00583",,,ECO:0000352,ECO:0000352,,,activity modification of a genetically defective protein+functional complementation of a genetically defective protein,A+B,defected  L-2-HGDH enzyme activity,NA,,"https://www.ncbi.nlm.nih.gov/pubmed/18362286,https://www.ncbi.nlm.nih.gov/pubmed/22391998,https://clinicaltrials.gov/ct2/show/NCT00151710",79944,L2HGDH,165,Q9H9P8,K00109,1.1.99.2,
20,236792,,Number Sign,236792,L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA,L-2-HYDROXYGLUTARIC ACIDEMIA,,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,468038a36d8507af7ed2af46c427a9f8148abe6c1bd6ecfd0a017f920a44920f,1.1.99.2,1.1.99.2,,,Flavin adenine dinucleotide + levocarnitine chloride.,DB03147 +DB00583,DB03147 + DB00583,cc2f33a879e103dd3848216c9039e96ce31dfea6304e5d20e28ce728b423addf,,,,,"DB03147,DB00583","DB03147,DB00583",,,,,,,,,L-2-hydroxyglutaric aciduria,HP:0040144,,"https://www.ncbi.nlm.nih.gov/pubmed/18362286,https://www.ncbi.nlm.nih.gov/pubmed/22391998,https://clinicaltrials.gov/ct2/show/NCT00151710",79944,L2HGDH,165,Q9H9P8,K00109,1.1.99.2,
21,236792,,Number Sign,236792,L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA,L-2-HYDROXYGLUTARIC ACIDEMIA,,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,468038a36d8507af7ed2af46c427a9f8148abe6c1bd6ecfd0a017f920a44920f,1.1.99.2,1.1.99.2,,,Flavin adenine dinucleotide + levocarnitine chloride.,DB03147 +DB00583,DB03147 + DB00583,cc2f33a879e103dd3848216c9039e96ce31dfea6304e5d20e28ce728b423addf,,,,,"DB03147,DB00583","DB03147,DB00583",,,,,,,,,Leukodystrophy,HP:0002415,,"https://www.ncbi.nlm.nih.gov/pubmed/18362286,https://www.ncbi.nlm.nih.gov/pubmed/22391998,https://clinicaltrials.gov/ct2/show/NCT00151710",79944,L2HGDH,165,Q9H9P8,K00109,1.1.99.2,
22,236792,,Number Sign,236792,L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA,L-2-HYDROXYGLUTARIC ACIDEMIA,,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,468038a36d8507af7ed2af46c427a9f8148abe6c1bd6ecfd0a017f920a44920f,1.1.99.2,1.1.99.2,,,Flavin adenine dinucleotide + levocarnitine chloride.,DB03147 +DB00583,DB03147 + DB00583,cc2f33a879e103dd3848216c9039e96ce31dfea6304e5d20e28ce728b423addf,,,,,"DB03147,DB00583","DB03147,DB00583",,,,,,,,,dystonia,HP:0001332,,"https://www.ncbi.nlm.nih.gov/pubmed/18362286,https://www.ncbi.nlm.nih.gov/pubmed/22391998,https://clinicaltrials.gov/ct2/show/NCT00151710",79944,L2HGDH,165,Q9H9P8,K00109,1.1.99.2,
23,236792,,Number Sign,236792,L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA,L-2-HYDROXYGLUTARIC ACIDEMIA,,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,468038a36d8507af7ed2af46c427a9f8148abe6c1bd6ecfd0a017f920a44920f,1.1.99.2,1.1.99.2,,,Flavin adenine dinucleotide + levocarnitine chloride.,DB03147 +DB00583,DB03147 + DB00583,cc2f33a879e103dd3848216c9039e96ce31dfea6304e5d20e28ce728b423addf,,,,,"DB03147,DB00583","DB03147,DB00583",,,,,,,,,Neurological impairment,HP:0000707,,"https://n.neurology.org/content/70/13/1051,https://www.ncbi.nlm.nih.gov/pubmed/22391998,https://clinicaltrials.gov/ct2/show/NCT00151710",79944,L2HGDH,165,Q9H9P8,K00109,1.1.99.2,
